கறுப்பு கால்,கறுப்புக் கால்
கருப்பு கால்,கருப்புக் கால்
வெள்ளை கால்,வெள்ளைக் கால்
பழுப்பு கால்,பழுப்புக் கால்
ஊதா கால்,ஊதாக் கால்
இளஞ்சிவப்பு கால்,இளஞ்சிவப்புக் கால்
வெள்ளி கால்,வெள்ளிக் கால்
நீல ஊதா கால்,நீல ஊதாக் கால்
கருஞ்சிவப்பு கால்,கருஞ்சிவப்புக் கால்
கரும்பச்சை கால்,கரும்பச்சைக் கால்
காக்கி கால்,காக்கிக் கால்
தங்க கால்,தங்கக் கால்
வெளிர் நீல கால்,வெளிர் நீலக் கால்
வெளிர்மஞ்ச கால்,வெளிர்மஞ்சக் கால்
இளம்பச்சை கால்,இளம்பச்சைக் கால்
வெளிர் பச்சை கால்,வெளிர் பச்சைக் கால்
காவி கால் ,காவிக் கால் 
கருநீல குடம் ,கருநீலக் குடம் 
நீல குடம்,நீலக் குடம்
பச்சை குடம்,பச்சைக் குடம்
மஞ்ச குடம்,மஞ்சக் குடம்
செம்மஞ்ச குடம்,செம்மஞ்சக் குடம்
சிவப்பு குடம்,சிவப்புக் குடம்
காவி குடம் ,காவிக் குடம் 
சிகப்பு கூடம்,சிகப்புக் கூடம்
கறுப்பு கூடம் ,கறுப்புக் கூடம் 
கருப்பு கூடம்,கருப்புக் கூடம்
வெள்ளை கூடம்,வெள்ளைக் கூடம்
பழுப்பு கூடம்,பழுப்புக் கூடம்
ஊதா கூடம்,ஊதாக் கூடம்
காவி கூடம் ,காவிக் கூடம் 
இளஞ்சிவப்பு கூடம்,இளஞ்சிவப்புக் கூடம்
வெள்ளி குடம்,வெள்ளிக் குடம்
நீல ஊதா குடம்,நீல ஊதாக் குடம்
கருஞ்சிவப்பு குடம்,கருஞ்சிவப்புக் குடம்
கரும்பச்சை குடம்,கரும்பச்சைக் குடம்
காக்கி குடம்,காக்கிக் குடம்
தங்க குடம்,தங்கக் குடம்
வெளிர் நீல குடம்,வெளிர் நீலக் குடம்
வெளிர்மஞ்ச குடம்,வெளிர்மஞ்சக் குடம்
இளம்பச்சை குடம்,இளம்பச்சைக் குடம்
வெளிர் பச்சை குடம்,வெளிர் பச்சைக் குடம்
பச்சை கிளி ,பச்சைக் கிளி 
வெள்ளை கொக்கு ,வெள்ளைக் கொக்கு 
கறுப்பு புருவம்,கறுப்புப் புருவம்
கறுப்பு புருவம்,கறுப்புப்  புருவம்
சிவப்பு கணுக்கால்,சிவப்புக் கணுக்கால்
சிகப்பு கணுக்கால்,சிகப்புக் கணுக்கால்
கறுப்பு குடுமி,கறுப்புக் குடுமி
கருப்பு குடுமி,கருப்புக் குடுமி
சிவப்பு குருதி,சிவப்புக் குருதி
சிகப்பு குருதி,சிகப்புக் குருதி
கருநீல சட்டை ,கருநீலச் சட்டை 
நீல சட்டை ,நீலச் சட்டை 
பச்சை சட்டை ,பச்சைச் சட்டை 
மஞ்ச சட்டை ,மஞ்சச் சட்டை 
செம்மஞ்ச சட்டை ,செம்மஞ்சச் சட்டை 
சிவப்பு சட்டை ,சிவப்புச் சட்டை 
சிகப்பு சட்டை ,சிகப்புச் சட்டை 
கறுப்பு சட்டை ,கறுப்புச் சட்டை 
கருப்பு சட்டை ,கருப்புச் சட்டை 
வெள்ளை சட்டை ,வெள்ளைச் சட்டை 
பழுப்பு சட்டை ,பழுப்புச் சட்டை 
ஊதா சட்டை ,ஊதாச் சட்டை 
இளஞ்சிவப்பு சட்டை ,இளஞ்சிவப்புச் சட்டை 
நீல ஊதா சட்டை ,நீல ஊதாச் சட்டை 
கருஞ்சிவப்பு சட்டை ,கருஞ்சிவப்புச் சட்டை 
கரும்பச்சை சட்டை ,கரும்பச்சைச் சட்டை 
காக்கி சட்டை ,காக்கிச் சட்டை 
வெளிர் நீல சட்டை ,வெளிர் நீலச் சட்டை 
இளம்பச்சை சட்டை ,இளம்பச்சைச் சட்டை 
வெளிர் பச்சை சட்டை ,வெளிர் பச்சைச் சட்டை 
காவி சட்டை ,காவிச் சட்டை 
சிவப்பு செருப்பு,சிவப்புச் செருப்பு
சிகப்பு செருப்பு,சிகப்புச் செருப்பு
கறுப்பு செருப்பு,கறுப்புச் செருப்பு
கருப்பு செருப்பு,கருப்புச் செருப்பு
வெள்ளை செருப்பு,வெள்ளைச் செருப்பு
கருநீல சேலை ,கருநீலச் சேலை 
நீல சேலை ,நீலச் சேலை 
பச்சை சேலை ,பச்சைச் சேலை 
சிவப்பு சேலை ,சிவப்புச் சேலை 
சிகப்பு சேலை ,சிகப்புச் சேலை 
கறுப்பு சேலை ,கறுப்புச் சேலை 
கருப்பு சேலை ,கருப்புச் சேலை 
வெள்ளை சேலை ,வெள்ளைச் சேலை 
பழுப்பு சேலை ,பழுப்புச் சேலை 
ஊதா சேலை ,ஊதாச் சேலை 
இளஞ்சிவப்பு சேலை ,இளஞ்சிவப்புச் சேலை 
நீல ஊதா சேலை ,நீல ஊதாச் சேலை 
கருஞ்சிவப்பு சேலை ,கருஞ்சிவப்புச் சேலை 
கரும்பச்சை சேலை ,கரும்பச்சைச் சேலை 
காக்கி சேலை ,காக்கிச் சேலை 
வெளிர் நீல சேலை ,வெளிர் நீலச் சேலை 
இளம்பச்சை சேலை ,இளம்பச்சைச் சேலை 
வெளிர் பச்சை சேலை ,வெளிர் பச்சைச் சேலை 
காவி சேலை ,காவிச் சேலை 
கருநீல பானை ,கருநீலப் பானை 
நீல பானை ,நீலப் பானை 
பச்சை பானை ,பச்சைப் பானை 
சிவப்பு பானை ,சிவப்புப் பானை 
சிகப்பு பானை ,சிகப்புப் பானை 
கறுப்பு பானை ,கறுப்புப் பானை 
கருப்பு பானை ,கருப்புப் பானை 
வெள்ளை பானை ,வெள்ளைப் பானை 
பழுப்பு பானை ,பழுப்புப் பானை 
ஊதா பானை ,ஊதாப் பானை 
இளஞ்சிவப்பு பானை ,இளஞ்சிவப்புப் பானை 
வெள்ளி பானை ,வெள்ளிப் பானை 
நீல ஊதா பானை ,நீல ஊதாப் பானை 
கருஞ்சிவப்பு பானை ,கருஞ்சிவப்புப் பானை 
கரும்பச்சை பானை ,கரும்பச்சைப் பானை 
தங்க பானை ,தங்கப் பானை 
வெளிர் நீல பானை ,வெளிர் நீலப் பானை 
இளம்பச்சை பானை ,இளம்பச்சைப் பானை 
வெளிர் பச்சை பானை ,வெளிர் பச்சைப் பானை 
காவி பானை ,காவிப் பானை 
கருநீல தாவணி,கருநீலத் தாவணி
நீல தாவணி,நீலத் தாவணி
பச்சை தாவணி,பச்சைத் தாவணி
சிவப்பு தாவணி,சிவப்புத் தாவணி
சிகப்பு தாவணி,சிகப்புத் தாவணி
கறுப்பு தாவணி,கறுப்புத் தாவணி
கருப்பு தாவணி,கருப்புத் தாவணி
வெள்ளை தாவணி,வெள்ளைத் தாவணி
பழுப்பு தாவணி,பழுப்புத் தாவணி
ஊதா தாவணி,ஊதாத் தாவணி
இளஞ்சிவப்பு தாவணி,இளஞ்சிவப்புத் தாவணி
நீல ஊதா தாவணி,நீல ஊதாத் தாவணி
கருஞ்சிவப்பு தாவணி,கருஞ்சிவப்புத் தாவணி
கரும்பச்சை தாவணி,கரும்பச்சைத் தாவணி
காக்கி தாவணி,காக்கித் தாவணி
வெளிர் நீல தாவணி,வெளிர் நீலத் தாவணி
வெளிர்மஞ்ச தாவணி,வெளிர்மஞ்சத் தாவணி
இளம்பச்சை தாவணி,இளம்பச்சைத் தாவணி
வெளிர் பச்சை தாவணி,வெளிர் பச்சைத் தாவணி
காவி தாவணி ,காவித் தாவணி 
கறுப்பு பின்னல்,கறுப்புப் பின்னல்
கருப்பு பின்னல் ,கருப்புப் பின்னல் 
வெள்ளை தயிர் ,வெள்ளைத் தயிர் 
வெள்ளை பல் ,வெள்ளைப் பல் 
தங்க பல் ,தங்கப் பல் 
வெள்ளி பல் ,வெள்ளிப் பல் 
வெள்ளை பால் ,வெள்ளைப் பால் 
பச்சை கீரை ,பச்சைக் கீரை 
பச்சை பழம் ,பச்சைப் பழம் 
சிவப்பு பழம் ,சிவப்புப் பழம் 
சிகப்பு பழம் ,சிகப்புப் பழம் 
இளஞ்சிவப்பு பழம் ,இளஞ்சிவப்புப் பழம் 
இளம்பச்சை பழம் ,இளம்பச்சைப் பழம் 
கருநீல துண்டு,கருநீலத் துண்டு
நீல துண்டு,நீலத் துண்டு
பச்சை துண்டு,பச்சைத் துண்டு
மஞ்ச துண்டு,மஞ்சத் துண்டு
செம்மஞ்ச துண்டு,செம்மஞ்சத் துண்டு
சிவப்பு துண்டு,சிவப்புத் துண்டு
சிகப்பு துண்டு,சிகப்புத் துண்டு
கறுப்பு துண்டு,கறுப்புத் துண்டு
கருப்பு துண்டு,கருப்புத் துண்டு
வெள்ளை துண்டு,வெள்ளைத் துண்டு
பழுப்பு துண்டு,பழுப்புத் துண்டு
ஊதா துண்டு,ஊதாத் துண்டு
இளஞ்சிவப்பு துண்டு,இளஞ்சிவப்புத் துண்டு
நீல ஊதா துண்டு,நீல ஊதாத் துண்டு
கருஞ்சிவப்பு துண்டு,கருஞ்சிவப்புத் துண்டு
கரும்பச்சை துண்டு,கரும்பச்சைத் துண்டு
காக்கி துண்டு,காக்கித் துண்டு
வெளிர் நீல துண்டு,வெளிர் நீலத் துண்டு
வெளிர்மஞ்ச துண்டு,வெளிர்மஞ்சத் துண்டு
இளம்பச்சை துண்டு,இளம்பச்சைத் துண்டு
வெளிர் பச்சை துண்டு,வெளிர் பச்சைத் துண்டு
காவி துண்டு ,காவித் துண்டு 
கருநீல பனியன் ,கருநீலப் பனியன் 
நீல பனியன் ,நீலப் பனியன் 
சிவப்பு பனியன் ,சிவப்புப் பனியன் 
சிகப்பு பனியன் ,சிகப்புப் பனியன் 
கறுப்பு பனியன் ,கறுப்புப் பனியன் 
கருப்பு பனியன் ,கருப்புப் பனியன் 
வெள்ளை பனியன் ,வெள்ளைப் பனியன் 
ஊதா பனியன் ,ஊதாப் பனியன் 
இளஞ்சிவப்பு பனியன் ,இளஞ்சிவப்புப் பனியன் 
கருஞ்சிவப்பு பனியன் ,கருஞ்சிவப்புப் பனியன் 
கரும்பச்சை பனியன் ,கரும்பச்சைப் பனியன் 
வெளிர் நீல பனியன் ,வெளிர் நீலப் பனியன் 
இளம்பச்சை பனியன் ,இளம்பச்சைப் பனியன் 
வெளிர் பச்சை பனியன் ,வெளிர் பச்சைப் பனியன் 
காவி பனியன் ,காவிப் பனியன் 
கருநீல பாவாடை,கருநீலப் பாவாடை
நீல பாவாடை,நீலப் பாவாடை
பச்சை பாவாடை,பச்சைப் பாவாடை
சிவப்பு பாவாடை,சிவப்புப் பாவாடை
சிகப்பு பாவாடை,சிகப்புப் பாவாடை
கறுப்பு பாவாடை,கறுப்புப் பாவாடை
கருப்பு பாவாடை,கருப்புப் பாவாடை
வெள்ளை பாவாடை,வெள்ளைப் பாவாடை
பழுப்பு பாவாடை,பழுப்புப் பாவாடை
ஊதா பாவாடை,ஊதாப் பாவாடை
இளஞ்சிவப்பு பாவாடை,இளஞ்சிவப்புப் பாவாடை
நீல ஊதா பாவாடை,நீல ஊதாப் பாவாடை
கருஞ்சிவப்பு பாவாடை,கருஞ்சிவப்புப் பாவாடை
கரும்பச்சை பாவாடை,கரும்பச்சைப் பாவாடை
காக்கி பாவாடை,காக்கிப் பாவாடை
வெளிர் நீல பாவாடை,வெளிர் நீலப் பாவாடை
இளம்பச்சை பாவாடை,இளம்பச்சைப் பாவாடை
வெளிர் பச்சை பாவாடை,வெளிர் பச்சைப் பாவாடை
காவி பாவாடை ,காவிப் பாவாடை 
பச்சை தக்காளி ,பச்சைத் தக்காளி 
வெள்ளை பூசணி ,வெள்ளைப் பூசணி 
ஊதா கத்தரி ,ஊதாக் கத்தரி 
கருநீல தீப்பெட்டி,கருநீலத் தீப்பெட்டி
நீல தீப்பெட்டி,நீலத் தீப்பெட்டி
பச்சை தீப்பெட்டி,பச்சைத் தீப்பெட்டி
சிவப்பு தீப்பெட்டி,சிவப்புத் தீப்பெட்டி
சிகப்பு தீப்பெட்டி,சிகப்புத் தீப்பெட்டி
கறுப்பு தீப்பெட்டி,கறுப்புத் தீப்பெட்டி
கருப்பு தீப்பெட்டி,கருப்புத் தீப்பெட்டி
வெள்ளை தீப்பெட்டி,வெள்ளைத் தீப்பெட்டி
ஊதா தீப்பெட்டி,ஊதாத் தீப்பெட்டி
இளஞ்சிவப்பு தீப்பெட்டி,இளஞ்சிவப்புத் தீப்பெட்டி
நீல ஊதா தீப்பெட்டி,நீல ஊதாத் தீப்பெட்டி
கருஞ்சிவப்பு தீப்பெட்டி,கருஞ்சிவப்புத் தீப்பெட்டி
கரும்பச்சை தீப்பெட்டி,கரும்பச்சைத் தீப்பெட்டி
வெளிர் நீல தீப்பெட்டி,வெளிர் நீலத் தீப்பெட்டி
இளம்பச்சை தீப்பெட்டி,இளம்பச்சைத் தீப்பெட்டி
வெளிர் பச்சை தீப்பெட்டி,வெளிர் பச்சைத் தீப்பெட்டி
காவி தீப்பெட்டி ,காவித் தீப்பெட்டி 
கருநீல கத்தி,கருநீலக் கத்தி
நீல கத்தி,நீலக் கத்தி
பச்சை கத்தி,பச்சைக் கத்தி
சிவப்பு கத்தி,சிவப்புக் கத்தி
சிகப்பு கத்தி,சிகப்புக் கத்தி
கறுப்பு கத்தி,கறுப்புக் கத்தி
கருப்பு கத்தி,கருப்புக் கத்தி
வெள்ளை கத்தி,வெள்ளைக் கத்தி
பழுப்பு கத்தி,பழுப்புக் கத்தி
ஊதா கத்தி,ஊதாக் கத்தி
இளஞ்சிவப்பு கத்தி,இளஞ்சிவப்புக் கத்தி
வெள்ளி கத்தி,வெள்ளிக் கத்தி
நீல ஊதா கத்தி,நீல ஊதாக் கத்தி
கருஞ்சிவப்பு கத்தி,கருஞ்சிவப்புக் கத்தி
கரும்பச்சை கத்தி,கரும்பச்சைக் கத்தி
காக்கி கத்தி,காக்கிக் கத்தி
தங்க கத்தி,தங்கக் கத்தி
வெளிர் நீல கத்தி,வெளிர் நீலக் கத்தி
இளம்பச்சை கத்தி,இளம்பச்சைக் கத்தி
வெளிர் பச்சை கத்தி,வெளிர் பச்சைக் கத்தி
காவி கத்தி ,காவிக் கத்தி 
கருநீல தட்டு,கருநீலத் தட்டு
நீல தட்டு,நீலத் தட்டு
பச்சை தட்டு,பச்சைத் தட்டு
சிவப்பு தட்டு,சிவப்புத் தட்டு
சிகப்பு தட்டு,சிகப்புத் தட்டு
கறுப்பு தட்டு,கறுப்புத் தட்டு
கருப்பு தட்டு,கருப்புத் தட்டு
வெள்ளை தட்டு,வெள்ளைத் தட்டு
பழுப்பு தட்டு,பழுப்புத் தட்டு
ஊதா தட்டு,ஊதாத் தட்டு
இளஞ்சிவப்பு தட்டு,இளஞ்சிவப்புத் தட்டு
வெள்ளி தட்டு,வெள்ளித் தட்டு
நீல ஊதா தட்டு,நீல ஊதாத் தட்டு
கருஞ்சிவப்பு தட்டு,கருஞ்சிவப்புத் தட்டு
கரும்பச்சை தட்டு,கரும்பச்சைத் தட்டு
தங்க தட்டு,தங்கத் தட்டு
வெளிர் நீல தட்டு,வெளிர் நீலத் தட்டு
இளம்பச்சை தட்டு,இளம்பச்சைத் தட்டு
வெளிர் பச்சை தட்டு,வெளிர் பச்சைத் தட்டு
காவி தட்டு ,காவித் தட்டு 
கருநீல கிண்ணம்,கருநீலக் கிண்ணம்
நீல கிண்ணம்,நீலக் கிண்ணம்
பச்சை கிண்ணம்,பச்சைக் கிண்ணம்
மஞ்ச கிண்ணம்,மஞ்சக் கிண்ணம்
செம்மஞ்ச கிண்ணம்,செம்மஞ்சக் கிண்ணம்
சிவப்பு கிண்ணம்,சிவப்புக் கிண்ணம்
சிகப்பு கிண்ணம்,சிகப்புக் கிண்ணம்
கறுப்பு கிண்ணம்,கறுப்புக் கிண்ணம்
கருப்பு கிண்ணம்,கருப்புக் கிண்ணம்
வெள்ளை கிண்ணம்,வெள்ளைக் கிண்ணம்
பழுப்பு கிண்ணம்,பழுப்புக் கிண்ணம்
ஊதா கிண்ணம்,ஊதாக் கிண்ணம்
இளஞ்சிவப்பு கிண்ணம்,இளஞ்சிவப்புக் கிண்ணம்
வெள்ளி கிண்ணம்,வெள்ளிக் கிண்ணம்
நீல ஊதா கிண்ணம்,நீல ஊதாக் கிண்ணம்
கருஞ்சிவப்பு கிண்ணம்,கருஞ்சிவப்புக் கிண்ணம்
கரும்பச்சை கிண்ணம்,கரும்பச்சைக் கிண்ணம்
காக்கி கிண்ணம்,காக்கிக் கிண்ணம்
தங்க கிண்ணம்,தங்கக் கிண்ணம்
வெளிர் நீல கிண்ணம்,வெளிர் நீலக் கிண்ணம்
வெளிர்மஞ்ச கிண்ணம்,வெளிர்மஞ்சக் கிண்ணம்
இளம்பச்சை கிண்ணம்,இளம்பச்சைக் கிண்ணம்
வெளிர் பச்சை கிண்ணம்,வெளிர் பச்சைக் கிண்ணம்
காவி கிண்ணம் ,காவிக் கிண்ணம் 
கருநீல குவளை,கருநீலக் குவளை
நீல குவளை,நீலக் குவளை
பச்சை குவளை,பச்சைக் குவளை
மஞ்ச குவளை,மஞ்சக் குவளை
செம்மஞ்ச குவளை,செம்மஞ்சக் குவளை
சிவப்பு குவளை,சிவப்புக் குவளை
சிகப்பு குவளை,சிகப்புக் குவளை
கறுப்பு குவளை,கறுப்புக் குவளை
கருப்பு குவளை,கருப்புக் குவளை
வெள்ளை குவளை,வெள்ளைக் குவளை
பழுப்பு குவளை,பழுப்புக் குவளை
ஊதா குவளை,ஊதாக் குவளை
இளஞ்சிவப்பு குவளை,இளஞ்சிவப்புக் குவளை
வெள்ளி குவளை,வெள்ளிக் குவளை
நீல ஊதா குவளை,நீல ஊதாக் குவளை
கருஞ்சிவப்பு குவளை,கருஞ்சிவப்புக் குவளை
கரும்பச்சை குவளை,கரும்பச்சைக் குவளை
காக்கி குவளை,காக்கிக் குவளை
தங்க குவளை,தங்கக் குவளை
வெளிர் நீல குவளை,வெளிர் நீலக் குவளை
வெளிர்மஞ்ச குவளை,வெளிர்மஞ்சக் குவளை
இளம்பச்சை குவளை,இளம்பச்சைக் குவளை
வெளிர் பச்சை குவளை,வெளிர் பச்சைக் குவளை
காவி குவளை ,காவிக் குவளை 
கருநீல தேக்கரண்டி,கருநீலத் தேக்கரண்டி
நீல தேக்கரண்டி,நீலத் தேக்கரண்டி
பச்சை தேக்கரண்டி,பச்சைத் தேக்கரண்டி
மஞ்ச தேக்கரண்டி,மஞ்சத் தேக்கரண்டி
செம்மஞ்ச தேக்கரண்டி,செம்மஞ்சத் தேக்கரண்டி
சிவப்பு தேக்கரண்டி,சிவப்புத் தேக்கரண்டி
சிகப்பு தேக்கரண்டி,சிகப்புத் தேக்கரண்டி
கறுப்பு தேக்கரண்டி,கறுப்புத் தேக்கரண்டி
கருப்பு தேக்கரண்டி,கருப்புத் தேக்கரண்டி
வெள்ளை தேக்கரண்டி,வெள்ளைத் தேக்கரண்டி
பழுப்பு தேக்கரண்டி,பழுப்புத் தேக்கரண்டி
ஊதா தேக்கரண்டி,ஊதாத் தேக்கரண்டி
இளஞ்சிவப்பு தேக்கரண்டி,இளஞ்சிவப்புத் தேக்கரண்டி
வெள்ளி தேக்கரண்டி,வெள்ளித் தேக்கரண்டி
நீல ஊதா தேக்கரண்டி,நீல ஊதாத் தேக்கரண்டி
கருஞ்சிவப்பு தேக்கரண்டி,கருஞ்சிவப்புத் தேக்கரண்டி
கரும்பச்சை தேக்கரண்டி,கரும்பச்சைத் தேக்கரண்டி
காக்கி தேக்கரண்டி,காக்கித் தேக்கரண்டி
தங்க தேக்கரண்டி,தங்கத் தேக்கரண்டி
வெளிர் நீல தேக்கரண்டி,வெளிர் நீலத் தேக்கரண்டி
வெளிர்மஞ்ச தேக்கரண்டி,வெளிர்மஞ்சத் தேக்கரண்டி
இளம்பச்சை தேக்கரண்டி,இளம்பச்சைத் தேக்கரண்டி
வெளிர் பச்சை தேக்கரண்டி,வெளிர் பச்சைத் தேக்கரண்டி
காவி தேக்கரண்டி,காவித் தேக்கரண்டி
கருநீல படகு ,கருநீலப் படகு 
நீல படகு ,நீலப் படகு 
பச்சை படகு ,பச்சைப் படகு 
மஞ்ச படகு ,மஞ்சப் படகு 
செம்மஞ்ச படகு ,செம்மஞ்சப் படகு 
சிவப்பு படகு ,சிவப்புப் படகு 
சிகப்பு படகு ,சிகப்புப் படகு 
கறுப்பு படகு ,கறுப்புப் படகு 
கருப்பு படகு ,கருப்புப் படகு 
வெள்ளை படகு ,வெள்ளைப் படகு 
பழுப்பு படகு ,பழுப்புப் படகு 
ஊதா படகு ,ஊதாப் படகு 
இளஞ்சிவப்பு படகு ,இளஞ்சிவப்புப் படகு 
வெள்ளி படகு ,வெள்ளிப் படகு 
நீல ஊதா படகு ,நீல ஊதாப் படகு 
கருஞ்சிவப்பு படகு ,கருஞ்சிவப்புப் படகு 
கரும்பச்சை படகு ,கரும்பச்சைப் படகு 
காக்கி படகு ,காக்கிப் படகு 
தங்க படகு ,தங்கப் படகு 
வெளிர் நீல படகு ,வெளிர் நீலப் படகு 
வெளிர்மஞ்ச படகு ,வெளிர்மஞ்சப் படகு 
இளம்பச்சை படகு ,இளம்பச்சைப் படகு 
வெளிர் பச்சை படகு ,வெளிர் பச்சைப் படகு 
காவி படகு ,காவிப் படகு 
கருநீல தொடர்வண்டி ,கருநீலத் தொடர்வண்டி 
நீல தொடர்வண்டி ,நீலத் தொடர்வண்டி 
பச்சை தொடர்வண்டி ,பச்சைத் தொடர்வண்டி 
மஞ்ச தொடர்வண்டி ,மஞ்சத் தொடர்வண்டி 
செம்மஞ்ச தொடர்வண்டி ,செம்மஞ்சத் தொடர்வண்டி 
சிவப்பு தொடர்வண்டி ,சிவப்புத் தொடர்வண்டி 
சிகப்பு தொடர்வண்டி ,சிகப்புத் தொடர்வண்டி 
கறுப்பு தொடர்வண்டி ,கறுப்புத் தொடர்வண்டி 
கருப்பு தொடர்வண்டி ,கருப்புத் தொடர்வண்டி 
வெள்ளை தொடர்வண்டி ,வெள்ளைத் தொடர்வண்டி 
பழுப்பு தொடர்வண்டி ,பழுப்புத் தொடர்வண்டி 
ஊதா தொடர்வண்டி ,ஊதாத் தொடர்வண்டி 
இளஞ்சிவப்பு தொடர்வண்டி ,இளஞ்சிவப்புத் தொடர்வண்டி 
